Starting training for 200 epochs...
Total batches per epoch: 1299
Using device: mps

Epoch [1/200]
  Batch [0/1299] D_loss: -2.1530, G_loss: 1.0039
  Batch [220/1299] D_loss: -0.5627, G_loss: 0.2161
  Batch [230/1299] D_loss: -0.0481, G_loss: 1.0364
  Batch [240/1299] D_loss: -0.4110, G_loss: -0.2054
  Batch [250/1299] D_loss: -0.3126, G_loss: -0.0270
  Batch [260/1299] D_loss: -0.5727, G_loss: 0.4250
  Batch [270/1299] D_loss: -0.1694, G_loss: 0.1450
  Batch [280/1299] D_loss: -0.8535, G_loss: 0.6946
  Batch [290/1299] D_loss: -0.3910, G_loss: 1.2681
  Batch [300/1299] D_loss: -0.3920, G_loss: 0.7704
  Batch [310/1299] D_loss: -0.6852, G_loss: -1.8393
  Batch [320/1299] D_loss: -0.2835, G_loss: 0.2605
  Batch [330/1299] D_loss: -0.5908, G_loss: 1.5444
  Batch [340/1299] D_loss: -0.2456, G_loss: 0.1218
  Batch [350/1299] D_loss: -0.5467, G_loss: 0.3238
  Batch [360/1299] D_loss: -0.4852, G_loss: -0.4586
  Batch [370/1299] D_loss: -1.1043, G_loss: 0.4760
  Batch [380/1299] D_loss: -0.3720, G_loss: -0.9978
  Batch [390/1299] D_loss: -0.5066, G_loss: -1.3686
  Batch [400/1299] D_loss: -0.1351, G_loss: 0.3791
  Batch [410/1299] D_loss: -0.3065, G_loss: 0.0267
  Batch [420/1299] D_loss: -0.4474, G_loss: 0.7845
  Batch [430/1299] D_loss: -0.3629, G_loss: -0.3539
  Batch [440/1299] D_loss: -0.2991, G_loss: -0.7678
  Batch [450/1299] D_loss: -0.1613, G_loss: 0.4293
  Batch [460/1299] D_loss: -0.5434, G_loss: 1.2063
  Batch [470/1299] D_loss: -0.1235, G_loss: -0.9994
  Batch [480/1299] D_loss: -0.6468, G_loss: 1.0314
  Batch [490/1299] D_loss: -0.2172, G_loss: -0.6070
  Batch [500/1299] D_loss: -0.3999, G_loss: 0.1740
  Batch [510/1299] D_loss: -0.5748, G_loss: 0.4827
  Batch [520/1299] D_loss: -0.3530, G_loss: 0.4857
  Batch [530/1299] D_loss: -0.3807, G_loss: -0.3926
  Batch [540/1299] D_loss: -0.0202, G_loss: -0.2058
  Batch [550/1299] D_loss: -0.3621, G_loss: 0.5488
  Batch [560/1299] D_loss: -0.2035, G_loss: 0.7171
  Batch [570/1299] D_loss: -0.8305, G_loss: 1.2965
  Batch [580/1299] D_loss: -0.1855, G_loss: -0.8541
  Batch [590/1299] D_loss: -0.5632, G_loss: -0.6273
  Batch [600/1299] D_loss: -0.1898, G_loss: 1.0977
  Batch [610/1299] D_loss: -0.3432, G_loss: 0.2924
  Batch [620/1299] D_loss: -0.2470, G_loss: -0.0011
  Batch [630/1299] D_loss: -0.5420, G_loss: 0.6982
  Batch [640/1299] D_loss: -0.2050, G_loss: 1.2166
  Batch [650/1299] D_loss: -0.2189, G_loss: -0.5498
  Batch [660/1299] D_loss: -0.3830, G_loss: 0.3381
  Batch [670/1299] D_loss: -0.4669, G_loss: 0.7907
  Batch [680/1299] D_loss: -0.2065, G_loss: -0.1778
  Batch [690/1299] D_loss: -0.4247, G_loss: 0.2696
  Batch [700/1299] D_loss: -0.4342, G_loss: 0.4431
  Batch [710/1299] D_loss: -0.7360, G_loss: 0.1809
  Batch [720/1299] D_loss: -0.4254, G_loss: -0.3591
  Batch [730/1299] D_loss: -0.4090, G_loss: 0.5368
  Batch [740/1299] D_loss: -0.0415, G_loss: 0.4101
  Batch [750/1299] D_loss: -0.3051, G_loss: 0.1786
  Batch [760/1299] D_loss: -0.2971, G_loss: 0.0084
  Batch [770/1299] D_loss: -0.0017, G_loss: 0.7873
  Batch [780/1299] D_loss: -0.3942, G_loss: -1.4236
  Batch [790/1299] D_loss: -0.5978, G_loss: 1.3250
  Batch [800/1299] D_loss: -0.0940, G_loss: 0.4613
  Batch [810/1299] D_loss: -0.2886, G_loss: -0.0874
  Batch [820/1299] D_loss: -0.2565, G_loss: -0.2646
  Batch [830/1299] D_loss: -0.2819, G_loss: 0.0166
  Batch [840/1299] D_loss: -0.5541, G_loss: -0.7773
  Batch [850/1299] D_loss: -0.1562, G_loss: -0.5778
  Batch [860/1299] D_loss: -0.3513, G_loss: -0.5216
  Batch [870/1299] D_loss: -0.3469, G_loss: -0.1491
  Batch [880/1299] D_loss: -0.3363, G_loss: -0.3383
  Batch [890/1299] D_loss: -0.2838, G_loss: -0.1156
  Batch [900/1299] D_loss: -0.1176, G_loss: -0.8016
  Batch [910/1299] D_loss: -0.5112, G_loss: -0.2309
  Batch [920/1299] D_loss: -0.4867, G_loss: 0.6787
  Batch [930/1299] D_loss: -0.3738, G_loss: -0.1515
  Batch [940/1299] D_loss: -0.2377, G_loss: -0.3118
  Batch [950/1299] D_loss: -0.4406, G_loss: 0.7565
  Batch [960/1299] D_loss: 0.0064, G_loss: 0.6112
  Batch [970/1299] D_loss: -0.3305, G_loss: 0.7017
  Batch [980/1299] D_loss: -0.4178, G_loss: 1.3226
  Batch [990/1299] D_loss: -0.4794, G_loss: 0.8118
  Batch [1000/1299] D_loss: -0.4282, G_loss: -1.0993
  Batch [1010/1299] D_loss: -0.2509, G_loss: 0.0417
  Batch [1020/1299] D_loss: -0.5019, G_loss: 1.3815
  Batch [1030/1299] D_loss: -0.3303, G_loss: -0.3062
  Batch [1040/1299] D_loss: -0.1986, G_loss: 0.7535
  Batch [1050/1299] D_loss: -0.3808, G_loss: 0.4684
  Batch [1060/1299] D_loss: -0.3744, G_loss: -1.2061
  Batch [1070/1299] D_loss: -0.2217, G_loss: 0.8417
  Batch [1080/1299] D_loss: -0.2981, G_loss: -0.3251
  Batch [1090/1299] D_loss: -0.2765, G_loss: 0.4868
  Batch [1100/1299] D_loss: -0.3855, G_loss: -0.2865
  Batch [1110/1299] D_loss: -0.3983, G_loss: 0.1877
  Batch [1120/1299] D_loss: -0.2355, G_loss: -0.1409
  Batch [1130/1299] D_loss: -0.4070, G_loss: 0.7468
  Batch [1140/1299] D_loss: -0.1500, G_loss: 0.6405
  Batch [1150/1299] D_loss: -0.4019, G_loss: 0.8850
  Batch [1160/1299] D_loss: -0.3543, G_loss: 0.3040
  Batch [1170/1299] D_loss: -0.0967, G_loss: 0.6806
  Batch [1180/1299] D_loss: -0.3340, G_loss: 0.6055
  Batch [1190/1299] D_loss: -0.4943, G_loss: -0.3995
  Batch [1200/1299] D_loss: -0.2330, G_loss: 0.2189
  Batch [1210/1299] D_loss: -0.7565, G_loss: 0.5503
  Batch [1220/1299] D_loss: -0.2160, G_loss: -0.6107
  Batch [1230/1299] D_loss: -0.2432, G_loss: 0.1907
  Batch [1240/1299] D_loss: -0.2932, G_loss: 0.4241
  Batch [1250/1299] D_loss: -0.6530, G_loss: -2.2037
  Batch [1260/1299] D_loss: -0.2134, G_loss: -1.0983
  Batch [1270/1299] D_loss: -0.0764, G_loss: 0.8049
  Batch [1280/1299] D_loss: -0.3576, G_loss: 0.2835
  Batch [1290/1299] D_loss: -0.5175, G_loss: 0.4252

Epoch 29 Summary:
  Average D_loss: -0.1625
  Average G_loss: 0.0108

Epoch [30/200]
  Batch [0/1299] D_loss: -0.3960, G_loss: -1.1438
  Batch [10/1299] D_loss: -0.2311, G_loss: 0.2100
  Batch [20/1299] D_loss: -0.0655, G_loss: -0.8179
  Batch [30/1299] D_loss: 0.0267, G_loss: 0.5795
  Batch [40/1299] D_loss: -0.1031, G_loss: 0.6975
  Batch [50/1299] D_loss: -0.2190, G_loss: 0.9107
  Batch [60/1299] D_loss: -0.4164, G_loss: 0.3499
  Batch [70/1299] D_loss: -0.2038, G_loss: -0.1330
  Batch [80/1299] D_loss: -0.3055, G_loss: 0.1573
  Batch [90/1299] D_loss: -0.5120, G_loss: 0.2477
  Batch [100/1299] D_loss: -0.3809, G_loss: 1.1093
  Batch [110/1299] D_loss: -0.2041, G_loss: 0.3463
  Batch [120/1299] D_loss: -0.3437, G_loss: -0.4673
  Batch [130/1299] D_loss: -0.4759, G_loss: -1.7912
  Batch [140/1299] D_loss: -0.0469, G_loss: 0.9411
  Batch [150/1299] D_loss: -0.4269, G_loss: -0.7824
  Batch [160/1299] D_loss: -0.3184, G_loss: -0.2881
  Batch [170/1299] D_loss: -0.3914, G_loss: -1.5653
  Batch [180/1299] D_loss: 0.1739, G_loss: 0.3979
  Batch [190/1299] D_loss: -0.3372, G_loss: -1.4841
  Batch [200/1299] D_loss: -0.0382, G_loss: 0.5037
  Batch [210/1299] D_loss: -0.3781, G_loss: 0.3510
  Batch [220/1299] D_loss: -0.4070, G_loss: 0.2821
  Batch [230/1299] D_loss: -0.5642, G_loss: 0.1143
  Batch [240/1299] D_loss: -0.6485, G_loss: 0.2009
  Batch [250/1299] D_loss: -0.4006, G_loss: -0.5605
  Batch [260/1299] D_loss: -0.0991, G_loss: -0.5888
  Batch [270/1299] D_loss: -0.6103, G_loss: 0.6691
  Batch [280/1299] D_loss: -0.4144, G_loss: -0.9585
  Batch [290/1299] D_loss: 0.0681, G_loss: 1.0139
  Batch [300/1299] D_loss: -0.2097, G_loss: 0.3496
  Batch [310/1299] D_loss: -0.2775, G_loss: -0.8558
  Batch [320/1299] D_loss: -0.5428, G_loss: -1.4703
  Batch [330/1299] D_loss: -0.2114, G_loss: 0.3907
  Batch [340/1299] D_loss: -0.2720, G_loss: -1.7750
  Batch [350/1299] D_loss: -0.2959, G_loss: -0.2522
  Batch [360/1299] D_loss: 0.1179, G_loss: 1.4391
  Batch [370/1299] D_loss: -0.3661, G_loss: 0.2100
  Batch [380/1299] D_loss: -0.3661, G_loss: 0.0242
  Batch [390/1299] D_loss: -0.3451, G_loss: 0.3784
  Batch [400/1299] D_loss: -0.2073, G_loss: 0.0979
  Batch [410/1299] D_loss: -0.2245, G_loss: -0.8549
  Batch [420/1299] D_loss: -0.1568, G_loss: 0.5623
  Batch [430/1299] D_loss: -0.3932, G_loss: 0.8859
  Batch [440/1299] D_loss: -0.0641, G_loss: -0.7542
  Batch [450/1299] D_loss: -0.3812, G_loss: 0.6285
  Batch [460/1299] D_loss: -0.3263, G_loss: -1.4637
  Batch [470/1299] D_loss: -0.4055, G_loss: -0.5377
  Batch [480/1299] D_loss: -0.5012, G_loss: 1.0309
  Batch [490/1299] D_loss: -0.1922, G_loss: 0.1505
  Batch [500/1299] D_loss: -0.3048, G_loss: -1.1637
  Batch [510/1299] D_loss: -0.2574, G_loss: 0.9183
  Batch [520/1299] D_loss: -0.1176, G_loss: 0.3698
  Batch [530/1299] D_loss: -0.4449, G_loss: 0.4498
  Batch [540/1299] D_loss: -0.3390, G_loss: 1.5808
  Batch [550/1299] D_loss: -0.0911, G_loss: 1.0348
  Batch [560/1299] D_loss: -0.1199, G_loss: -0.4641
  Batch [570/1299] D_loss: -0.2292, G_loss: -0.9110
  Batch [580/1299] D_loss: -0.3651, G_loss: 0.0404
  Batch [590/1299] D_loss: -0.3476, G_loss: 0.6268
  Batch [600/1299] D_loss: -0.3140, G_loss: 0.0768
  Batch [610/1299] D_loss: -0.7380, G_loss: 0.8156
  Batch [620/1299] D_loss: -0.5847, G_loss: -0.8964
  Batch [630/1299] D_loss: -0.4156, G_loss: 1.1915
  Batch [640/1299] D_loss: -0.2326, G_loss: -1.1148
  Batch [650/1299] D_loss: -0.1805, G_loss: -1.1921
  Batch [660/1299] D_loss: -0.5382, G_loss: 1.0351
  Batch [670/1299] D_loss: -0.3836, G_loss: 0.7858
  Batch [680/1299] D_loss: -0.3139, G_loss: 0.8080
  Batch [690/1299] D_loss: -0.3253, G_loss: -0.6334
  Batch [700/1299] D_loss: -0.4231, G_loss: -1.1777
  Batch [710/1299] D_loss: -0.3219, G_loss: -0.0733
  Batch [720/1299] D_loss: -0.6744, G_loss: 0.9985
  Batch [730/1299] D_loss: -0.2033, G_loss: 0.5598
  Batch [740/1299] D_loss: -0.3556, G_loss: -0.7474
  Batch [750/1299] D_loss: -0.2486, G_loss: 0.8595
  Batch [760/1299] D_loss: -0.4442, G_loss: -1.0602
  Batch [770/1299] D_loss: -0.3160, G_loss: -0.1634
  Batch [780/1299] D_loss: -0.4666, G_loss: 0.3718
  Batch [790/1299] D_loss: -0.2435, G_loss: 0.4320
  Batch [800/1299] D_loss: -0.3700, G_loss: -0.6974
  Batch [810/1299] D_loss: -0.5119, G_loss: -0.2585
  Batch [820/1299] D_loss: -0.2271, G_loss: -0.0085
  Batch [830/1299] D_loss: -0.0880, G_loss: -0.4420
  Batch [840/1299] D_loss: -0.4544, G_loss: -0.5734
  Batch [850/1299] D_loss: -0.2338, G_loss: 2.1207
  Batch [860/1299] D_loss: -0.6684, G_loss: -0.9760
  Batch [870/1299] D_loss: 0.1957, G_loss: 1.0056
  Batch [880/1299] D_loss: -0.6688, G_loss: -2.8088
  Batch [890/1299] D_loss: 0.1248, G_loss: -0.7183
  Batch [900/1299] D_loss: -0.5075, G_loss: 1.3519
  Batch [910/1299] D_loss: -0.2200, G_loss: 0.6741
  Batch [920/1299] D_loss: -0.4362, G_loss: -1.0373
  Batch [930/1299] D_loss: -0.0977, G_loss: -0.2107
  Batch [940/1299] D_loss: -0.4719, G_loss: 1.0623
  Batch [950/1299] D_loss: -0.0920, G_loss: -0.7987
  Batch [960/1299] D_loss: -0.3826, G_loss: 1.2345
  Batch [970/1299] D_loss: -0.2882, G_loss: 0.8385
  Batch [980/1299] D_loss: -0.4541, G_loss: -0.1256
  Batch [990/1299] D_loss: -0.6541, G_loss: 1.0699
  Batch [1000/1299] D_loss: -0.2396, G_loss: -0.3065
  Batch [1010/1299] D_loss: -0.4308, G_loss: 0.0669
  Batch [1020/1299] D_loss: -0.6075, G_loss: 0.0467
  Batch [1030/1299] D_loss: -0.3076, G_loss: -0.2031
  Batch [1040/1299] D_loss: -0.3630, G_loss: -0.6572
  Batch [1050/1299] D_loss: -0.2030, G_loss: 0.2605
  Batch [1060/1299] D_loss: -0.6991, G_loss: -0.1225
  Batch [1070/1299] D_loss: -0.4250, G_loss: 1.1095
  Batch [1080/1299] D_loss: -1.0570, G_loss: -2.2362
  Batch [1090/1299] D_loss: -0.4535, G_loss: 0.6750
  Batch [1100/1299] D_loss: -0.3893, G_loss: 1.4442
  Batch [1110/1299] D_loss: -0.5200, G_loss: 0.7535
  Batch [1120/1299] D_loss: -0.3971, G_loss: -0.7527
  Batch [1130/1299] D_loss: -0.1842, G_loss: 0.0499
  Batch [1140/1299] D_loss: -0.2885, G_loss: -1.2008
  Batch [1150/1299] D_loss: -0.1286, G_loss: 0.4423
  Batch [1160/1299] D_loss: -0.2989, G_loss: 1.3135
  Batch [1170/1299] D_loss: -0.1991, G_loss: -0.1222
  Batch [1180/1299] D_loss: -0.4825, G_loss: -0.8638
  Batch [1190/1299] D_loss: -0.3283, G_loss: 0.1644
  Batch [1200/1299] D_loss: -0.2842, G_loss: 0.3904
  Batch [1210/1299] D_loss: -0.3831, G_loss: -0.2668
  Batch [1220/1299] D_loss: -0.4695, G_loss: -0.3217
  Batch [1230/1299] D_loss: -0.2671, G_loss: 0.0915
  Batch [1240/1299] D_loss: -0.6192, G_loss: -0.7481
  Batch [1250/1299] D_loss: -0.4987, G_loss: 0.9550
  Batch [1260/1299] D_loss: -0.5933, G_loss: 0.8274
  Batch [1270/1299] D_loss: -0.6156, G_loss: -1.7292
  Batch [1280/1299] D_loss: -0.5349, G_loss: 0.7560
  Batch [1290/1299] D_loss: -0.8604, G_loss: -1.0777

Epoch 30 Summary:
  Average D_loss: -0.1715
  Average G_loss: -0.0064

Epoch [31/200]
  Batch [0/1299] D_loss: -0.4708, G_loss: -1.7631
  Batch [10/1299] D_loss: -0.4461, G_loss: 1.1371
  Batch [20/1299] D_loss: -0.0553, G_loss: -0.4046
  Batch [30/1299] D_loss: -0.4030, G_loss: -0.4379
  Batch [40/1299] D_loss: -0.0966, G_loss: 0.0735
  Batch [50/1299] D_loss: -0.3954, G_loss: 0.0369
  Batch [60/1299] D_loss: -0.3775, G_loss: -0.2930
  Batch [70/1299] D_loss: -0.6067, G_loss: -0.7559
  Batch [80/1299] D_loss: -0.2467, G_loss: -0.1781
  Batch [90/1299] D_loss: -0.3653, G_loss: 1.3034
  Batch [100/1299] D_loss: -0.5698, G_loss: 0.4250
  Batch [110/1299] D_loss: -0.2882, G_loss: -0.4940
  Batch [120/1299] D_loss: -0.5292, G_loss: 0.1548
  Batch [130/1299] D_loss: -0.3639, G_loss: -0.8728
  Batch [140/1299] D_loss: -0.6996, G_loss: 1.1387
  Batch [150/1299] D_loss: -0.3505, G_loss: -0.9458
  Batch [160/1299] D_loss: -0.4044, G_loss: -0.7238
  Batch [170/1299] D_loss: -0.4830, G_loss: 0.1914
  Batch [180/1299] D_loss: -0.3814, G_loss: 0.9279
  Batch [190/1299] D_loss: -0.6451, G_loss: -0.5648
  Batch [200/1299] D_loss: -0.4012, G_loss: 0.5712
  Batch [210/1299] D_loss: -0.2889, G_loss: 0.2872
  Batch [220/1299] D_loss: -0.3376, G_loss: -0.1917
  Batch [230/1299] D_loss: -0.2216, G_loss: -0.1195
  Batch [240/1299] D_loss: -0.3236, G_loss: -0.1449
  Batch [250/1299] D_loss: -0.3647, G_loss: -1.5842
  Batch [260/1299] D_loss: -0.3212, G_loss: -0.0652
  Batch [270/1299] D_loss: 0.0085, G_loss: 1.8173
  Batch [280/1299] D_loss: -0.1877, G_loss: -0.1211
  Batch [290/1299] D_loss: -0.2024, G_loss: -0.7029
  Batch [300/1299] D_loss: -0.6315, G_loss: -0.5105
  Batch [310/1299] D_loss: -0.1803, G_loss: -0.0938
  Batch [320/1299] D_loss: -0.4528, G_loss: 0.7001
  Batch [330/1299] D_loss: -0.0856, G_loss: -0.6044
  Batch [340/1299] D_loss: -0.0220, G_loss: 1.2623
  Batch [350/1299] D_loss: -0.5425, G_loss: -1.6898
  Batch [360/1299] D_loss: -0.4059, G_loss: -1.3899
  Batch [370/1299] D_loss: -0.4009, G_loss: 0.9092
  Batch [380/1299] D_loss: -0.0149, G_loss: 1.0094
  Batch [390/1299] D_loss: -0.5025, G_loss: -0.9261
  Batch [400/1299] D_loss: -0.2903, G_loss: 1.6414
  Batch [410/1299] D_loss: -0.3266, G_loss: 1.1600
  Batch [420/1299] D_loss: -0.7205, G_loss: -1.3469
  Batch [430/1299] D_loss: -0.4669, G_loss: 1.4250
  Batch [440/1299] D_loss: -0.1893, G_loss: 0.0315
  Batch [450/1299] D_loss: -0.2376, G_loss: -0.8870
  Batch [460/1299] D_loss: -0.1076, G_loss: 1.2210
  Batch [470/1299] D_loss: -0.2978, G_loss: -0.1165
  Batch [480/1299] D_loss: -0.7384, G_loss: 1.4693
  Batch [490/1299] D_loss: -0.1772, G_loss: 0.7398
  Batch [500/1299] D_loss: -0.2182, G_loss: -0.8463
  Batch [510/1299] D_loss: -0.8176, G_loss: -0.3415
  Batch [520/1299] D_loss: -0.1734, G_loss: -0.1736
  Batch [530/1299] D_loss: -0.2116, G_loss: 1.0402
  Batch [540/1299] D_loss: -0.1123, G_loss: 0.0613
  Batch [550/1299] D_loss: 0.0146, G_loss: -1.2270
  Batch [560/1299] D_loss: -0.3152, G_loss: 0.7184
  Batch [570/1299] D_loss: -0.3841, G_loss: 2.1771
  Batch [580/1299] D_loss: 0.0260, G_loss: 0.1742
  Batch [590/1299] D_loss: -1.0003, G_loss: -2.0964
  Batch [600/1299] D_loss: -0.1550, G_loss: 0.6302
  Batch [610/1299] D_loss: 0.0272, G_loss: 0.7520
  Batch [620/1299] D_loss: -0.3286, G_loss: 0.0625
  Batch [630/1299] D_loss: -1.8105, G_loss: -1.4434
  Batch [640/1299] D_loss: -0.5282, G_loss: 2.0445
  Batch [650/1299] D_loss: 0.1822, G_loss: -1.1764
  Batch [660/1299] D_loss: -0.2140, G_loss: -1.5838
  Batch [670/1299] D_loss: -0.2276, G_loss: 0.7893
  Batch [680/1299] D_loss: 0.0259, G_loss: 1.0202
  Batch [690/1299] D_loss: -0.8707, G_loss: -1.4976
  Batch [700/1299] D_loss: -0.0818, G_loss: -0.0278
  Batch [710/1299] D_loss: -0.5862, G_loss: 1.8456
  Batch [720/1299] D_loss: -0.4274, G_loss: -1.0968
  Batch [730/1299] D_loss: -0.2582, G_loss: -0.4210
  Batch [740/1299] D_loss: -0.1377, G_loss: -0.4638
  Batch [750/1299] D_loss: -0.0775, G_loss: 0.0299
  Batch [760/1299] D_loss: -0.6052, G_loss: -0.8592
  Batch [770/1299] D_loss: 0.2146, G_loss: -1.7067
  Batch [780/1299] D_loss: -0.2326, G_loss: 1.2109
  Batch [790/1299] D_loss: -0.2503, G_loss: -1.1195
  Batch [800/1299] D_loss: -0.3586, G_loss: 1.1550
  Batch [810/1299] D_loss: -0.4764, G_loss: 0.1891
  Batch [820/1299] D_loss: -0.3787, G_loss: -0.7830
  Batch [830/1299] D_loss: -0.2429, G_loss: 0.5002
  Batch [840/1299] D_loss: -0.2168, G_loss: 0.1998
  Batch [850/1299] D_loss: -0.3607, G_loss: 0.2361
  Batch [860/1299] D_loss: -0.3758, G_loss: -0.4048
  Batch [870/1299] D_loss: -0.5256, G_loss: -0.5148
  Batch [880/1299] D_loss: -0.5511, G_loss: -1.1258
  Batch [890/1299] D_loss: -0.3398, G_loss: -0.7710
  Batch [900/1299] D_loss: -0.3018, G_loss: -0.0713
  Batch [910/1299] D_loss: -0.2596, G_loss: -0.4355
  Batch [920/1299] D_loss: -0.2202, G_loss: 0.2700
  Batch [930/1299] D_loss: -0.4263, G_loss: -0.1090
  Batch [940/1299] D_loss: -0.0480, G_loss: -1.4790
  Batch [950/1299] D_loss: -0.1519, G_loss: 0.7116
  Batch [960/1299] D_loss: -0.5890, G_loss: -0.0464
  Batch [970/1299] D_loss: -0.7281, G_loss: -0.5680
  Batch [980/1299] D_loss: -0.2628, G_loss: 0.6504
  Batch [990/1299] D_loss: -0.5652, G_loss: -0.2361
  Batch [1000/1299] D_loss: -0.3852, G_loss: -0.5804
  Batch [1010/1299] D_loss: -0.4149, G_loss: -1.1831
  Batch [1020/1299] D_loss: -0.4516, G_loss: -0.6866
  Batch [1030/1299] D_loss: -0.3018, G_loss: -0.3214
  Batch [1040/1299] D_loss: -0.1879, G_loss: -0.0389
  Batch [1050/1299] D_loss: -0.3219, G_loss: 0.7273
  Batch [1060/1299] D_loss: -0.4686, G_loss: -0.3347
  Batch [1070/1299] D_loss: -0.1772, G_loss: 0.2892
  Batch [1080/1299] D_loss: -0.5061, G_loss: 0.9040
  Batch [1090/1299] D_loss: -0.3249, G_loss: -0.7447
  Batch [1100/1299] D_loss: -0.1742, G_loss: -1.1952
  Batch [1110/1299] D_loss: -0.1733, G_loss: 0.9518
  Batch [1120/1299] D_loss: -0.3391, G_loss: 0.1632
  Batch [1130/1299] D_loss: -0.2156, G_loss: -1.2804
  Batch [1140/1299] D_loss: -0.4106, G_loss: 0.1385
  Batch [1150/1299] D_loss: -0.3126, G_loss: 0.1584
  Batch [1160/1299] D_loss: -0.3262, G_loss: 0.7236
  Batch [1170/1299] D_loss: -0.4227, G_loss: -0.4672
  Batch [1180/1299] D_loss: -0.2269, G_loss: 0.7731
  Batch [1190/1299] D_loss: -0.3546, G_loss: -0.1234
  Batch [1200/1299] D_loss: -0.0520, G_loss: -0.4403
  Batch [1210/1299] D_loss: -0.7471, G_loss: 0.5237
  Batch [1220/1299] D_loss: -0.4520, G_loss: -1.6874
  Batch [1230/1299] D_loss: -0.3968, G_loss: -0.6988
  Batch [1240/1299] D_loss: -0.3192, G_loss: 1.1083
  Batch [1250/1299] D_loss: -0.4572, G_loss: 1.1811
  Batch [1260/1299] D_loss: -0.2926, G_loss: -0.4033
  Batch [1270/1299] D_loss: 0.0167, G_loss: -0.5735
  Batch [1280/1299] D_loss: -0.2391, G_loss: -1.4352
  Batch [1290/1299] D_loss: -0.4109, G_loss: 1.2763

Epoch 31 Summary:
  Average D_loss: -0.1679
  Average G_loss: 0.0113

Epoch [32/200]
  Batch [0/1299] D_loss: -0.5714, G_loss: -2.1246
  Batch [10/1299] D_loss: -0.3609, G_loss: 0.6403
  Batch [20/1299] D_loss: -0.2051, G_loss: 0.4453
  Batch [30/1299] D_loss: -0.3268, G_loss: 0.7514
  Batch [40/1299] D_loss: 0.0325, G_loss: 0.1903
  Batch [50/1299] D_loss: -0.2754, G_loss: -0.8033
  Batch [60/1299] D_loss: -0.1866, G_loss: -0.8962
  Batch [70/1299] D_loss: -0.1455, G_loss: 0.3391
  Batch [80/1299] D_loss: -1.1669, G_loss: 0.7773
  Batch [90/1299] D_loss: -0.2705, G_loss: -1.3547
  Batch [100/1299] D_loss: -0.2952, G_loss: 0.2646
  Batch [110/1299] D_loss: -0.3539, G_loss: 1.7743
  Batch [120/1299] D_loss: -0.2932, G_loss: -0.3957
  Batch [130/1299] D_loss: -0.1686, G_loss: -0.9030
  Batch [140/1299] D_loss: -0.4062, G_loss: 1.0237
  Batch [150/1299] D_loss: -0.2546, G_loss: -0.8975
  Batch [160/1299] D_loss: -0.3445, G_loss: 0.6338
  Batch [170/1299] D_loss: -0.5288, G_loss: 0.4304
  Batch [180/1299] D_loss: -0.1648, G_loss: -0.7343
  Batch [190/1299] D_loss: -0.3467, G_loss: 0.6271
  Batch [200/1299] D_loss: -0.1861, G_loss: 0.5853
  Batch [210/1299] D_loss: -0.3200, G_loss: -1.7853
  Batch [220/1299] D_loss: -0.6471, G_loss: 0.8724
  Batch [230/1299] D_loss: -0.1645, G_loss: -0.1701
  Batch [240/1299] D_loss: -0.2292, G_loss: -0.1490
  Batch [250/1299] D_loss: -0.1911, G_loss: -0.3598
  Batch [260/1299] D_loss: -0.1136, G_loss: 0.6050
  Batch [270/1299] D_loss: -0.5456, G_loss: -0.7321
  Batch [280/1299] D_loss: -0.3012, G_loss: -0.1926
  Batch [290/1299] D_loss: -0.4408, G_loss: -0.0567
  Batch [300/1299] D_loss: -0.1806, G_loss: -0.6847
  Batch [310/1299] D_loss: -0.4103, G_loss: 0.9210
  Batch [320/1299] D_loss: -0.3411, G_loss: -0.7193
  Batch [330/1299] D_loss: -0.4469, G_loss: 0.2682
  Batch [340/1299] D_loss: -0.2670, G_loss: -1.0435
  Batch [350/1299] D_loss: -0.3138, G_loss: 0.8351
  Batch [360/1299] D_loss: -0.2789, G_loss: 0.5055
  Batch [370/1299] D_loss: -0.4767, G_loss: -1.3274
  Batch [380/1299] D_loss: -0.3089, G_loss: 0.8581
  Batch [390/1299] D_loss: -0.5529, G_loss: -1.4412
  Batch [400/1299] D_loss: -0.8064, G_loss: 0.9825
  Batch [410/1299] D_loss: -0.7237, G_loss: 0.3166
  Batch [420/1299] D_loss: -0.2159, G_loss: -1.7413
  Batch [430/1299] D_loss: -1.0407, G_loss: -0.6774
  Batch [440/1299] D_loss: -0.1154, G_loss: 1.3801
  Batch [450/1299] D_loss: -0.0879, G_loss: 0.1676
  Batch [460/1299] D_loss: -0.1028, G_loss: -1.3733
  Batch [470/1299] D_loss: -0.1682, G_loss: 0.1093
  Batch [480/1299] D_loss: -0.3547, G_loss: -1.6196
  Batch [490/1299] D_loss: -0.1508, G_loss: -0.4569
  Batch [500/1299] D_loss: -0.3098, G_loss: 0.8481
  Batch [510/1299] D_loss: -0.0990, G_loss: 1.3893
  Batch [520/1299] D_loss: -0.5577, G_loss: 0.5501
  Batch [530/1299] D_loss: -0.4175, G_loss: 0.7404
  Batch [540/1299] D_loss: -0.0755, G_loss: 0.7226
  Batch [550/1299] D_loss: -0.3468, G_loss: -0.2312
  Batch [560/1299] D_loss: -0.3384, G_loss: 0.7726
  Batch [570/1299] D_loss: -0.3346, G_loss: 0.1858
  Batch [580/1299] D_loss: -0.8745, G_loss: -1.3717
